city,hotel_name,score,description,latitude,longitude,temperature,humidity
Le Havre,Odalys City Le Havre Centre Gare,8.7,"Situated in Le Havre, near Le Volcan, Perret Model Appartment and Saint-Michel's Church, Odalys City Le Havre Centre Gare features free WiFi. ",49.49190808,0.12316179,5,80
Le Havre,Holiday Inn Express - Le Havre Centre,8.2,"Our hotel, located in Le Havre downtown and at 600 meters from the SNCF train station, welcomes you for a professional and leisure stay. ",49.498238,0.128837,5,80
Bayeux,Novotel Bayeux,7.6,The Novotel Bayeux is situated between Caen and Cherbourg in Normandy. It is just 1 km away from the famous Bayeux Tapestry and the historic town centre. ,49.28176922,-0.71848869,5,81
Bayeux,"La Naomath - Maison d'hôtes, Hébergement insolite & Gîte",8.3,"Located just 6 km from the centre of Bayeux, La Naomath offers B&B accommodation in it's restored stone house, a self-catering cottage and a cabin surrounded by well-established gardens. ",49.24770809,-0.65629363,5,81
Bayeux,Château Saint Gilles,9.5,"Situated in Bayeux, 4.6 km from Baron Gerard Museum, Château Saint Gilles features accommodation with a restaurant, free private parking, a seasonal outdoor swimming pool and a bar. ",49.249366,-0.712469,5,81
Le Havre,Le Richelieu,6.8,"Located between the town hall and the cathedral, Hotel Le Richelieu is located in the heart of Le Havre, just a 10-minute walk from the beach and 24 km from Honfleur. ",49.48881105,0.10760218,5,80
Bayeux,Villa Lara Hotel,9.6,Villa Lara is a small luxury boutique hotel in the historic centre of Bayeux. It faces the 11th-century cathedral is is just a 2-minute walk from the Bayeux Tapestry. ,49.27551886,-0.70096448,5,81
Bayeux,La cour des teinturiers,9.4,Managed by a private host,49.2768198,-0.7001433,5,81
Bayeux,Au Loup Historic Apartments,8.4,"Located 550 metres of Cathedrale Notre Dame de Bayeux and a 10-minute walk of Museum of the Bayeux Tapestry in Bayeux, Au Loup Historic Apartments offers accommodation with free WiFi, a seating area,...",49.272798,-0.707556,5,81
Bayeux,Tiny house au cœur de Bayeux,9.8,Managed by a private host,49.2755584,-0.6992038,5,81
Bayeux,Manoir Sainte Victoire,9.6,"Offering garden views, a garden and free WiFi, Manoir Sainte Victoire offers accommodation well situated in Bayeux, within a short distance of Baron Gerard Museum, Cathedrale Notre Dame de Bayeux and...",49.27649171,-0.7057596,5,81
Bayeux,Villa Camélia,8.5,Managed by a private host,49.2799225,-0.7109249,5,81
Le Havre,"The Originals Boutique, Hôtel Le Marignan,Le Havre Centre Gare",8.0,"Set in Le Havre and with Le Havre Beach reachable within 2.3 km, The Originals Boutique, Hôtel Le Marignan, Le Havre Centre Gare offers express check-in and check-out, allergy-free rooms, a bar, free...",49.49227908,0.12310803,5,80
Bayeux,Grand Hôtel du Luxembourg et La Table du Grand Luxembourg,7.7,This 17th-century mansion has been converted into a charming hotel with a gastronomic restaurant and an outdoor heated pool which is accessible all year round. ,49.27842191,-0.70329666,5,81
Bayeux,Le Petit Matin,9.4,"This guest house is set in a building from the 18th century in Bayeux’s historical district. Le Petit Matin offers a garden, a furnished terrace. ",49.27606133,-0.70905536,5,81
Bayeux,Hôtel Le Bayeux,7.9,Hotel Le Bayeux is located in the historic centre of Bayeux in the Lower Normandy region. It offers en suite accommodation with free Wi-Fi internet access. ,49.27415914,-0.70450634,5,81
Bayeux,Chambre d'hôtes Logis de Saint Jean,9.0,"Located in the historic centre of Bayeux, just 350 metres from the tapestry museum, Chambre d'hôtes Logis de Saint Jean offers a courtyard with an outdoor seating area and a communal living room. ",49.27600709,-0.69828361,5,81
Bayeux,La Maison de Mathilde,8.9,"La Maison de Mathilde is set in Bayeux, 100 metres from Baron Gerard Museum and 200 metres from Museum of the Bayeux Tapestry. ",49.27647468,-0.70247008,5,81
Bayeux,"Hôtel particulier ""le clos de la croix""",9.8,"Offering garden views, Hôtel particulier ""le clos de la croix"" in Bayeux offers accommodation, a shared lounge, a garden and a terrace. Free WiFi is featured throughout the property. ",49.277964,-0.701677,5,81
Bayeux,Immolidays,8.1,Managed by a private host,49.27905535,-0.70856206,5,81
Bayeux,Hôtel De Brunville et La Table du Grand Luxembourg,7.9,"Just 400 metres from Bayeux Cathedral, this hotel offers a restaurant with a garden courtyard in the heart of the medieval town. ",49.27815769,-0.70351392,5,81
Bayeux,Hotel Reine Mathilde,8.4,"Hotel Reine Mathilde is situated in the medieval district, just 300 metres from the Bayeux Tapestry Museum. It offers free Wi-Fi access and modern guest rooms with private bathrooms. ",49.27603159,-0.70172489,5,81
Bayeux,L'AURE BLEUE,9.0,Managed by a private host,49.2772596,-0.699284,5,81
Bayeux,Château de Bellefontaine,8.1,"Located 800 metres from central Bayeux and its cathedral, this 18th-century mansion offers guest rooms and a traditional restaurant open for dinner upon reservation. ",49.26974024,-0.68883955,5,81
Bayeux,IKE'S Deluxe APARTMENT in Bayeux,8.0,Managed by a private host,49.279712,-0.70978,5,81
Bayeux,Clos de Bellefontaine B&B,9.7,"Set in a 2000m² park, this 19th-century house is just 200 metres from the Bayeux Tapestry. You can admire the views of the garden from your elegant room or visit Omaha Beach, 6 km away. ",49.27267164,-0.69486111,5,81
Bayeux,Grand appart - CENTRE HISTORIQUE - LUMINEUX - Bayeux - proche Omaha Beach,8.9,Managed by a private host,49.27814786,-0.7062653,5,81
Bayeux,Hotel Le Lion D'Or et Restaurant La Table Du Lion,8.7,This former 18th-century post office is now a charming hotel located in one of Bayeux’s oldest quarters. It offers 24-hour reception and is just 400 metres from the Bayeux Tapestry Museum. ,49.27627832,-0.69836944,5,81
Biarritz,Cosy 1br with terrace and parking in Biarritz 5 min to the beach - Welkeys,8.6,"Offering free WiFi and free private parking, Cosy 1br with terrace and parking in Biarritz 5 min to the beach - Welkeys is located in Biarritz, within just 400 metres of Cote des Basques Beach. ",43.4711003,-1.5661007,4,80
Biarritz,Large studio design w balcony at the heart of Biarritz - Welkeys,8.8,Managed by a private host,43.4826292,-1.560718,4,80
Biarritz,Sofitel Biarritz Le Miramar Thalassa,7.8,"Just a few steps from downtown Biarritz, the Sofitel Biarritz le Miramar overlooks one of the most beautiful beaches of the Basque Coast. ",43.48784796,-1.55444473,4,80
Toulouse,Residhotel Toulouse Centre,7.9,"Located in Toulouse, Residhotel Toulouse Centre is 900 metres from the Toulouse Museum and 500 metres from Palais de Justice Metro Station. It offers apartments and studios with free WiFi access. ",43.59539161,1.44120499,1,84
Toulouse,Citiz Hotel,7.8,"The 4-star Citiz Hotel is located on Place Wilson in Toulouse, a 5-minute walk from the Capitole and a 10-minute walk from Matabiau Train Station. ",43.60566998,1.4491117,1,84
Toulouse,Appart’City Confort Toulouse Aéroport Purpan,7.5,"Appart’City Confort Toulouse Aéroport Purpan is located a 10-minute drive from Place du Capitole in the city centre, and 6 km from Toulouse Stadium. ",43.59868349,1.39488816,1,84
Montauban,Kyriad Montauban Sud - Albasud,6.6,"Located near the A20 motorway, Kyriad Montauban Sud - Albasud is just 8 kilometres from Montauban's town centre and train station. It offers air-conditioned rooms and free WiFi access. ",43.98204027,1.33269846,0,85
Carcassonne,Entre Bastide et Cité,9.1,Managed by a private host,43.20816115,2.35398442,1,86
Aigues Mortes,Hotel L'Escale,8.1,"Set in Aigues-Mortes, within 23 km of Montpellier Arena and 23 km of Parc des Expositions de Montpellier, Hotel L'Escale offers accommodation with a restaurant and a bar, and free WiFi throughout the...",43.56879591,4.18808669,4,60
Aigues Mortes,Les Manades,8.7,Managed by a private host,43.5700838,4.1911109,4,60
Nímes,Hôtel Abalone - Centre Gare,7.0,"Situé sur l'une des plus belles avenues de la ville, l'hôtel n'est qu'à 5 minutes à pied des monuments romains. ",43.8330273,4.36618969,3,63
Collioure,studio collioure avec wifi à 20 m de la plage,8.4,Managed by a private host,42.527415,3.085054,5,65
Avignon,LE PALAIS DES PAPES - AVIGNONSMILE,9.2,Managed by a private host,43.95130865,4.81073503,2,69
Aix en Provence,Appart-Hypercentre-CLIM-2chbQuartierChic,8.3,"In the heart of Aix-en-Provence, set around 31 km from Marseille Saint-Charles Train Station, Appart-Hypercentre-CLIM-2chbQuartierChic offers free WiFi, air conditioning, and household amenities such...",43.52636334,5.44695853,4,58
Cassis,TERRE MARINE - Bel appartement avec terrasse vue mer,8.6,"Boasting sea views, TERRE MARINE - Bel appartement avec terrasse vue mer offers accommodation with a terrace and a kettle, around less than 1 km from Bestouan. ",43.2169655,5.5295811,7,57
Marseille,"Superbe appart 3 p, 10 mn de la plage avec piscine et parking",9.0,Managed by a private host,43.2505303,5.3814817,7,58
Uzès,Boutique Hôtel Entraigues,8.8,"Set in Uzès in the Languedoc-Roussillon Region, 32 km from Avignon, Boutique Hôtel Entraigues features an outdoor pool. The hotel has a sun terrace and views of the city. ",44.01246437,4.42180011,2,68
Cassis,Le Corton - 45m2 - Parking - Jardin - Wifi,10.0,Managed by a private host,43.211712,5.5416742,7,57
Cassis,Appartement avec jardin et parking,8.9,Managed by a private host,43.212567,5.542724,7,57
Cassis,LA FALAISE PARADIS Vue mer 180°,7.7,"LA FALAISE PARADIS Vue mer 180° is a beachfront property situated in Cassis, 1.1 km from Anse de Corton Beach and 1.4 km from Arene. ",43.21529502,5.54623054,7,57
Cassis,Au son des Cigales,9.0,Managed by a private host,43.21508678,5.53094902,7,57
Cassis,AU BORD DE L'EAU Studio climatisé avec Terrasse et vue mer à 40m de la plage,9.1,Managed by a private host,43.21270692,5.53025561,7,57
Cassis,LE SEPT charmant studio aux portes des calanques,9.7,Managed by a private host,43.2175997,5.53235,7,57
Cassis,Home Cassis - Maison Julou - Piscine chauffée,7.6,"Home Cassis - Maison Julou - Piscine chauffée has garden views, free WiFi and free private parking, set in Cassis, 1.4 km from Bestouan. ",43.22207969,5.53792695,7,57
Cassis,Appartement Cassis vue mer d'exception,8.6,Managed by a private host,43.21875954,5.54379929,7,57
Cassis,"L’Aiguade, appartement d'exception à Cassis",,Managed by a private host,43.2141154,5.5338211,7,57
Cassis,CALANQUE D'EN VAU,8.7,Managed by a private host,43.21459857,5.53784404,7,57
Cassis,Cassis Ma Vie Là,9.1,Managed by a private host,43.216905,5.541446,7,57
Cassis,CALYPSO,8.2,"CALYPSO is a beachfront property located in Cassis, 700 metres from Bestouan and 1.2 km from Anse de Corton Beach. ",43.21703056,5.53575003,7,57
Cassis,LOU CIGALOU,9.0,Managed by a private host,43.214926,5.532989,7,57
Cassis,Plage & Calanques Cassis,9.7,"Offering city views, Plage & Calanques Cassis is an accommodation located in Cassis, 1.5 km from Grande Mer and 1.9 km from Anse de Corton Beach. ",43.2120018,5.5276305,7,57
Cassis,Superb bright flat with balcony and sea view in Cassis - Welkeys,8.1,"Offering city views, Superb bright flat with balcony and sea view in Cassis - Welkeys is an accommodation located in Cassis, 500 metres from Grande Mer and 1.1 km from Anse de Corton Beach. ",43.21495674,5.5357946,7,57
Cassis,BALCON SUR MER vue mer,7.7,"BALCON SUR MER vue mer is set in Cassis, 600 metres from Bestouan, 700 metres from Grande Mer, and 1.2 km from Anse de Corton Beach. ",43.21589392,5.53476321,7,57
Cassis,Chez Mamouska,8.0,Managed by a private host,43.210575,5.547913,7,57
Cassis,MISTRAL Gagnant,8.2,Managed by a private host,43.21537,5.53719,7,57
Cassis,LE REVE BLEU,8.6,"Situated in Cassis, 1.1 km from Grande Mer and 1.4 km from Bestouan, LE REVE BLEU offers a casino and air conditioning. ",43.2206243,5.540767,7,57
Cassis,Le chemin de belle fille,7.4,Managed by a private host,43.21641033,5.55070017,7,57
Cassis,La douceur de Cassis,9.3,Managed by a private host,43.215009,5.530956,7,57
Marseille,Beautiful flat in Vieux port,8.0,Managed by a private host,43.29253825,5.37886038,7,58
Cassis,SunSet Cassis,9.4,Managed by a private host,43.215456,5.535734,7,57
Cassis,UNE TERRASSE SUR LA MER 3 pers 2 chambres VUE MER,8.5,"Located in Cassis, just 400 metres from Bestouan, UNE TERRASSE SUR LA MER 3 pers 2 chambres VUE MER provides beachfront accommodation with a terrace and free WiFi. ",43.21407197,5.53062182,7,57
Cassis,HPC Suites,9.2,"Offering a shared outdoor pool with a terrace and views of the sea, HPC Suites is situated in a 4000 metres² park in the centre of Cassis. ",43.21644024,5.54174572,7,57
Marseille,Appart'City Confort Marseille Centre Prado Velodrome,7.6,"Appart'City Confort Marseille Centre Prado Velodrome, just 200 metres from Périer Metro Station, which leads directly to the centre of Marseille, The European and Mediterranean Civilisations Museum...",43.2798554,5.390496,7,58
Marseille,The People - Marseille,8.4,"Attractively set in Marseille, The People - Marseille features air-conditioned rooms, a bar, free WiFi and a shared lounge. ",43.301105,5.371282,7,58
Marseille,Golden Tulip Marseille Euromed,7.7,"Situated just 500 metres from Les Terrasses du Port shopping centre in Marseille, Golden Tulip Marseille Euromed boasts sea views as well as free access to a fitness area, indoor pool and sun terrace....",43.30972177,5.36703444,7,58
Marseille,Hôtel Life Marseille VP - Vieux Port,8.3,Hôtel Life Marseille VP - Vieux Port is set in an 18th-century stone building opposite the Vieux Port in Marseille's city centre. ,43.29443608,5.37478209,7,58
Marseille,LE PRIVILIANE - Bel et grand appartement idéalement situé,8.4,"LE PRIVILIANE - Bel et grand appartement idéalement situé in Marseille features accommodation with free WiFi, 2.4 km from Plage des Catalans, 100 metres from Saint-Ferreol Street and less than 1 km...",43.29297191,5.37986534,7,58
Marseille,Loft Luxe Liberté,7.5,"Located in Marseille, 2.9 km from Plage des Catalans and 400 metres from Marseille Saint-Charles Train Station, Loft Luxe Liberté offers free WiFi and air conditioning. ",43.3007918,5.3822154,7,58
Marseille,RENTY Côté Parc Parking inclus,8.6,Managed by a private host,43.28194451,5.39709136,7,58
Marseille,L'Orangeraie et la Palmeraie d'Endoume,8.4,Managed by a private host,43.28729147,5.36458233,7,58
Marseille,Hostel Vertigo Vieux-Port,7.8,"Located in central Marseille, Hostel Vertigo Vieux-Port is just 200 metres from the Vieux Port. Guests have access via a staircase to a quadruple room or a bed in a dormitory. ",43.29139738,5.37193626,7,58
Marseille,"InterContinental Marseille - Hotel Dieu, an IHG Hotel",8.3,"InterContinental Marseille - Hotel Dieu is set in a superb 18th century building in the historic quarter of Marseille, 350 metres from the Old Port. WiFi access is available. ",43.29858167,5.36974624,7,58
Marseille,Ibis Marseille Centre Prefecture,7.1,"Located in the 6th district of Marseille, Ibis Marseille Centre Prefectureoffers free WiFi access and a 24-hour front desk. ",43.29155323,5.38197108,7,58
Marseille,Lovely place near Vieux Port,8.3,"In a central area of Marseille, set within a short distance of Vieux Port Metro station and Joliette Metro Station, Lovely place near Vieux Port offers free WiFi, air conditioning and household...",43.29668,5.376092,7,58
Marseille,Vieux Port République Cannebiére,8.7,Managed by a private host,43.29594971,5.37455259,7,58
Marseille,Bright 3br w AC and terrace near the train station in Marseille Welkeys,7.5,Managed by a private host,43.3029349,5.3785872,7,58
Marseille,Magnifique T5 (12pers) 129m²-Climatisé-Vieux-Port,8.0,Managed by a private host,43.2992713,5.3780468,7,58
Marseille,"Holiday Inn Express Marseille Saint Charles, an IHG Hotel",7.8,Holiday Inn Express Marseille Saint Charles is opposite the train station and a 10-minute walk from the Vieux Port in Marseille’s city centre. It offers en suite rooms and free Wi-Fi. ,43.30272424,5.37933044,7,58
Marseille,Le Plaisir 1827,9.1,Managed by a private host,43.2965388,5.3913738,7,58
Marseille,Marseillement votre,8.3,Managed by a private host,43.30020105,5.38260245,7,58
Marseille,SUD PASSION - Sakakini - calme - 3 chambres - lumineux - fibre,10.0,Managed by a private host,43.299162,5.401543,7,58
Marseille,LE PANIER ENCHANTÉ - Suites & Loft - Terrasse et patio au dessus du Vieux Port,7.9,"Offering garden views, a garden and free WiFi, LE PANIER ENCHANTÉ - Suites & Loft - Terrasse et patio au dessus du Vieux Port offers accommodation ideally located in Marseille, within a short distance...",43.300097,5.367585,7,58
Marseille,Toyoko INN Marseille Saint Charles,7.8,"Set in Marseille, just a 5-minute walk from Marseille Saint Charles Train Station, Toyoko INN Marseille Saint Charles features a garden and free WiFi. The hotel is easily accessible from A7 highway. ",43.304229,5.376624,7,58
Marseille,Cocon au Soleil 1827,8.7,Managed by a private host,43.29654954,5.39145293,7,58
Avignon,Avignon Grand Hotel,8.2,"Avignon Grand Hotel is ideally located just outside the city’s Middle Age walls, just 70 metres from Avignon Central Station. ",43.94254506,4.80436206,2,69
Avignon,Hôtel de l'Horloge,8.2,"This hotel is set in a 19th-century building overlooking the picturesque Place de L'Horloge, in the centre of Avignon. It offers stylish rooms with free WiFi access. ",43.9489672,4.80547249,2,69
Marseille,Maisons du Monde Hôtel & Suites - Marseille Vieux Port,8.4,"Overlooking the Old Port, Maisons du Monde Hôtel & Suites - Marseille Vieux Port is located in the heart of Marseille. It offers modern air-conditioned rooms and free WiFi. ",43.29412372,5.37463993,7,58
Avignon,Best Western Plus Le Lavarin,8.3,"Best Western Hôtel du Lavarin is situated in Avignon and is 2.5 km from the ramparts, the Palais des Papes and the Pont d’Avignon. A fitness room, and an indoor pool are also available on site. ",43.92275766,4.804295,2,69
Avignon,Palais des Papes - Havre de Paix III,9.0,Managed by a private host,43.950855,4.810121,2,69
Avignon,Charme au cœur d'avignon,9.5,Managed by a private host,43.947744,4.80797,2,69
Avignon,Cute and cozy town-house of 130m2 in Avignon,8.3,"In a central area of Avignon, located within a short distance of Avignon Central Station and Papal Palace, Cute and cozy town-house of 130m2 in Avignon offers free WiFi, air conditioning and household...",43.9461414,4.8130876,2,69
Avignon,"Duplex climatisé-Hauteur sous plafond 1,9m-Parking privé gratuit-Netflix-Arrivée autonome !! Duplex-Ceiling height 1,9m-Free private parking-Netflix-Self check in",9.6,Managed by a private host,43.9465116,4.8035118,2,69
Avignon,Hôtel Cloitre Saint Louis Avignon,7.6,"Set in central Avignon, a 15-minute walk from Palais des Papes and Pont d'Avignon, this 16th-century hotel offers an outdoor rooftop pool with a large sun terrace. ",43.9438081,4.80494678,2,69
Avignon,Le Magnan,8.3,"Located in a verdant setting within the ancient city walls, Le Magnan offers free WiFi. It is a 10-minute walk from the Papal Palace. ",43.94362946,4.81217131,2,69
Avignon,Le Clos Saluces,9.9,"Offering a flowered furnished garden and a patio with a fountain, LE CLOS SALUCES is situated in Avignon in the Provence-Alpes-Côte d'Azur Region, 450 metres from the Papal Palace and 950 metres from...",43.9501934,4.81058627,2,69
Avignon,Aparthotel Adagio Access Avignon,7.6,"Aparthotel Adagio Access Avignon is located by the Avignon TGV Train Station, only 10 minutes' drive from the town centre. ",43.92623117,4.78592724,2,69
Avignon,KAROUBA.31,9.5,Managed by a private host,43.9476071,4.8079964,2,69
Avignon,Charming 2br with AC a stone's throw from Les Halles d'Avignon Welkeys,8.5,Managed by a private host,43.9477626,4.8085372,2,69
Avignon,Magnifique duplex vue Palais des Papes près de Pont d'Avignon,9.0,Managed by a private host,43.9527751,4.8053707,2,69
Avignon,N15 - Les Confidences - Chambres d'hôtes,9.6,"Featuring an outdoor pool, a garden and a terrace, N15 - Les Confidences - Chambres d'hôtes is located in Avignon city centre. ",43.95029956,4.81104354,2,69
Avignon,Hôtel Central,7.9,"Located in the heart of the Old Town of Avignon, Hôtel Central offers comfortable guest rooms with free WiFi internet access. A garden and a bar are available on site. ",43.94552496,4.80576083,2,69
Avignon,ApartHotel Sainte-Marthe,7.8,"Located opposite the Université Sainte Marthe, just a 15-minute walk from the Palais des Papes and the historical centre of Avignon, Apart'Hotel Sainte-Marthe offers self-catering apartments and free...",43.94989514,4.81986389,2,69
Avignon,Hôtel Le Bristol,7.9,"Ideally located inside the ramparts in the centre of Avignon, Hôtel Le Bristol offers air-conditioned rooms, a bar, free WiFi and a shared lounge. ",43.94403213,4.80533168,2,69
Avignon,NOUVEAU - LE LIMAS - Quartier HISTORIQUE au COEUR d'AVIGNON,8.8,Managed by a private host,43.9524697,4.8049678,2,69
Avignon,B&B Villa de Margot,9.1,"Just 300 metres from the Pont d'Avignon, this B&B is a 6-minute walk from Avignon’s historic centre. Set in a garden and featuring a terrace, it offers air-conditioned accommodation with free Wi-Fi. ",43.95249614,4.81014222,2,69
Avignon,Elegant 2br with 2 bathrooms and AC close to Les Halles dAvignon Welkeys,8.4,Managed by a private host,43.9488705,4.8095723,2,69
Avignon,Cosy and large flat in the hypercentre of Avignon Provence - Welkeys,9.8,"Cosy and large flat in the hypercentre of Avignon Provence - Welkeys is located in the Avignon City Centre district of Avignon, less than 1 km from Avignon Central Station, 4.9 km from Avignon TGV...",43.9499383,4.8065625,2,69
Aix en Provence,N.8 LIFESTYLE SUITES,9.1,Managed by a private host,43.529989,5.45096,4,58
Avignon,CLIMATISATION-Hypercentre-PARKING-COSY CARNOT-AVIGNONSMILE,8.6,Managed by a private host,43.94917757,4.81083119,2,69
Avignon,Régina Boutique Hotel,8.4,Régina is a hotel located on the main street in Avignon and just a 5-minute walk from the Palais des Papes. ,43.9481658,4.80576485,2,69
Aix en Provence,City Résidence Aix-en-Provence,7.1,"Situated a 10-minute drive from the historic centre, the City Residence Aix-en-Provence provides self-catering apartments and studios with flat-screen satellite TVs and garden views. ",43.5285445,5.42601228,4,58
Aix en Provence,Hotel Cardinal,8.4,"Situated in Aix-en-Provence, within 800 metres of Cours Mirabeau and Saint-Sauveur Cathedral, Hotel Cardinal features rooms with air conditioning and a private bathroom. ",43.5255987,5.4517208,4,58
Aix en Provence,Hôtel Birdy by Happyculture,8.1,"Hôtel Birdy by Happyculture is located a 10-minute drive from Aix-en-Provence, next to an 18-hole golf course. It offers an outdoor swimming pool and has free WiFi throughout the property. ",43.48142972,5.3656143,4,58
Aix en Provence,B&B HOTEL Aix-en-Provence Le Tholonet,7.0,"Featuring free WiFi, B&B Hotel Aix en Provence Le Tholonet is a hotel in Les Artauds, 25 km from Marseille. Free private parking is available on site. ",43.51126943,5.48701439,4,58
Aix en Provence,Odalys City Aix en Provence L'Atrium,6.9,"Located in Aix-en-Provence, at a 10-minute walk from the historical city centre and a 5-minute walk from the shops on the Cours Mirabeau, Odalys City Aix en Provence L'Atrium offers self-catering...",43.52409101,5.45521617,4,58
Aix en Provence,Le jardin de Ponteves,7.6,"Located in the centre of Aix-en-Provence, just 31 km from Marseille Saint-Charles Train Station and 31 km from Joliette Metro Station, Le jardin de Ponteves provides accommodation with city views and...",43.5263325,5.450021,4,58
Aix en Provence,Hôtel de France,7.6,"Located in the heart of Aix-en-Provence, Hôtel de France is situated in a street parallel to Cours Mirabeau only 50 metres from the famous Fontaine de la Rotonde, and offers air conditioned rooms with...",43.52693137,5.44626698,4,58
Aix en Provence,Hôtel Le Mozart,8.3,"Located 500 metres from the Granet Museum, Hôtel Le Mozart offers air-conditioned rooms with free WiFi. It is easily accessed from Motorway A8, a 3-minute drive away. ",43.52191762,5.45787156,4,58
Aix en Provence,Hôtel des Augustins,8.1,"Located just of the famous Cours Mirabeau in the heart of the old town of Aix-en-Provence, Hotel Les Augustins is set within the walls of a 12th-century convent. ",43.52688664,5.44727147,4,58
Aix en Provence,Les Quatre Dauphins,8.2,"Les Quatre Dauphins is a hotel set in a former private mansion in the heart of Aix-en-Provence, just 50 metres away from Quatre Dauphins Square and 350 metres from Cours Mirabeau. ",43.5249088,5.45042306,4,58
Aix en Provence,Campanile Aix-en-Provence Sud - Pont de l'Arc,7.3,"Located in Aix-en-Provence, 3 km from the historical centre and Cours Mirabeau, Campanile Aix-en-Provence Sud - Pont de l'Arc offers air-conditioned rooms with free WiFi. ",43.51191632,5.43665394,4,58
Aix en Provence,Domaine Gaogaia,8.4,"Located 2 km from the village of Les Milles and 8 km from the centre of Aix-en-Provence, Domaine Gaogaia offers hotel accommodation with an outdoor pool, a garden and a terrace. ",43.4964012,5.3943974,4,58
Aix en Provence,Grand Hôtel Roi René Aix en Provence Centre - MGallery,7.8,"Located just a 5-minute walk from Cours Mirabeau and the centre of Aix-en-Provence, Grand Hôtel Roi René Aix en Provence Centre - MGallery is a 4-star hotel featuring a seasonal outdoor pool open from...",43.52332474,5.44972569,4,58
Aix en Provence,Le Concorde,7.8,"Le Concorde is ideally located in the centre of Aix-en-Provence, only a 5-minute walk from the famous Cour Mirabeau and near the Granet Museum. It offers a flowered garden. ",43.52461222,5.45375437,4,58
Aix en Provence,Hôtel Rotonde,8.1,"Hôtel Rotonde is located in central Aix-en-Provence, 5 minutes' walk from the SNCF train station. Free WiFi is provided, together with free on-site parking subject to availability. ",43.52391014,5.44249445,4,58
Aix en Provence,Aquabella Hôtel & Spa,8.4,"Surrounded by a beautiful garden, Aquabella offers Provencal-style rooms and guests have free access to the spa. It is located in central Aix-en-Provence, a short walk from the old town. ",43.5312636,5.44507004,4,58
Aix en Provence,T2 classé 3 étoile au centre du quartier historique,8.7,Managed by a private host,43.52997889,5.44973644,4,58
Aix en Provence,Aparthotel Adagio Aix-en-Provence Centre,8.4,"Ideally located on a peaceful street in the centre of Aix-en-Provence, this residence is a 10-minute walk from the cafés and fountains on Cours Mirabeau. Gare d’Aix-en-Provence is 900 metres away. ",43.52890621,5.44086903,4,58
Aix en Provence,Les Suites du Cours & Spa,9.1,"Set in Aix-en-Provence in Cours Mirabeau, Les Suites du Cours & Spa boasts a spa centre. Saint-Sauveur Cathedral is 600 metres away. Free WiFi is featured throughout the property. ",43.52697234,5.44928754,4,58
Aix en Provence,Renaissance Aix-en-Provence Hotel,8.2,"Located within a 10-minute walk of the centre of Aix-en-Provence, Renaissance Aix-en-Provence Hotel boasts free access to a spa with a heated indoor pool, steam room, fitness room, and 2 treatment...",43.52624048,5.43820493,4,58
Aix en Provence,Hôtel Cézanne Boutique-Hôtel,8.1,This boutique design hotel is located in the centre of Aix-en-Provence and offers 55 rooms. If features a terrace and a lounge. The air-conditioned rooms at the Hotel Cézanne have free WiFi access. ,43.52356201,5.44593707,4,58
Aix en Provence,Hôtel Escaletto,8.2,"This 3-star hotel is located in the centre of Aix-en-Provence, a 1-minute walk from Thermes Sextius thermal baths and 550 metres from Cours Mirabeau. Free WiFi is available. ",43.53004967,5.44414669,4,58
Nímes,Grand Hôtel de Nîmes 4 étoiles,7.4,"The Grand Hôtel de Nîmes is a hotel-restaurant-convention hall complex that welcomes you in Nîmes, only 3 km from the Arena. ",43.81471993,4.34627362,3,63
Aix en Provence,Séjours & Affaires Aix-en-Provence Mirabeau,8.0,This Séjours & Affaires residence is located in Aix-en-Provence near the Cours Mirabeau. It offers furnished studios and free Wi-Fi internet access. ,43.52524078,5.441266,4,58
Nímes,Aren'Loft,,Managed by a private host,43.8337854,4.3602264,3,63
Nímes,Hôtel Le Pré Galoffre,8.3,"Le Pré Galoffre enjoys a quiet, rural setting, a 10-minute drive from central Nimes. It has an outdoor pool and sun terrace and offers free WiFi. ",43.78858215,4.35380258,3,63
Nímes,Résidence Du Golf,8.3,"Right on the Nîmes Vacquerolles golf course, Résidence du Golf offers self-catering studios each with a balcony or terrace and views of the golf course. ",43.85125652,4.30073977,3,63
Nímes,Hotel Majestic,8.4,"Renovated in 2019, Hotel Majestic is located in Nîmes, just 320 metres from the Arenas of Nîmes and the town centre. ",43.83436329,4.36533675,3,63
Nímes,HÔTEL C SUITES chambres spacieuses,7.1,"Offering an outdoor pool, C Suites is a urban resort located in Nîmes just 3 km from the Arenas. ",43.815377,4.345905,3,63
Nímes,Guest House Encantada,9.7,Managed by a private host,43.853052,4.351386,3,63
Nímes,Hôtel De L'Amphithéâtre,8.2,"Located in the pedestrian area of Nîmes historical city centre, Hôtel De L'Amphithéâtre consists of 2 mansions dating from the 17th and 18th centuries. ",43.83581534,4.35914017,3,63
Nímes,Odalys City Nîmes Le Cheval Blanc,7.6,"Odalys City Nîmes Le Cheval Blanc is set in the historic heart of Nimes, opposite the Roman Arena and a 5-minute walk from Nimes Train Station. ",43.83423753,4.3607904,3,63
